,'station',date,storage
2,ORO,1985-04-01,1506900
3,ORO,1985-05-01,1759200
5,ORO,1985-07-01,1206000
6,ORO,1985-08-01,906000
8,ORO,1985-10-01,627700
10,ORO,1985-12-01,511600
11,ORO,1986-01-01,601900
29,ORO,1987-07-01,2648259
31,ORO,1987-09-01,2043694
32,ORO,1987-10-01,1977280
33,ORO,1987-11-01,1982212
34,ORO,1987-12-01,2074127
35,ORO,1988-01-01,2399883
36,ORO,1988-02-01,2650578
37,ORO,1988-03-01,2701689
38,ORO,1988-04-01,2646327
39,ORO,1988-05-01,2559024
40,ORO,1988-06-01,2472282
41,ORO,1988-07-01,2222121
42,ORO,1988-08-01,1852337
43,ORO,1988-09-01,1636496
44,ORO,1988-10-01,1531699
45,ORO,1988-11-01,1503957
46,ORO,1988-12-01,1606353
47,ORO,1989-01-01,1671870
48,ORO,1989-02-01,1699859
49,ORO,1989-03-01,1721614
50,ORO,1989-04-01,2890050
51,ORO,1989-05-01,3345754
52,ORO,1989-06-01,3273423
53,ORO,1989-07-01,3075008
54,ORO,1989-08-01,2611849
55,ORO,1989-09-01,2277613
56,ORO,1989-10-01,2160316
57,ORO,1989-11-01,2143723
58,ORO,1989-12-01,2118617
59,ORO,1990-01-01,1883429
60,ORO,1990-02-01,1892148
61,ORO,1990-03-01,1935149
62,ORO,1990-04-01,2096999
63,ORO,1990-05-01,1837677
64,ORO,1990-06-01,1736387
65,ORO,1990-07-01,1690837
66,ORO,1990-08-01,1439684
67,ORO,1990-09-01,1188782
68,ORO,1990-10-01,1162392
69,ORO,1990-11-01,1169640
70,ORO,1990-12-01,1156400
71,ORO,1991-01-01,983676
72,ORO,1991-02-01,920900
73,ORO,1991-03-01,940037
74,ORO,1991-04-01,1331037
75,ORO,1991-05-01,1602285
76,ORO,1991-06-01,1687463
77,ORO,1991-07-01,1560055
78,ORO,1991-08-01,1447496
79,ORO,1991-09-01,1392300
80,ORO,1991-10-01,1397197
81,ORO,1991-11-01,1353249
82,ORO,1991-12-01,1333502
83,ORO,1992-01-01,1268347
84,ORO,1992-02-01,1279298
85,ORO,1992-03-01,1552269
86,ORO,1992-04-01,1783274
87,ORO,1992-05-01,2020282
88,ORO,1992-06-01,1870604
89,ORO,1992-07-01,1739735
90,ORO,1992-08-01,1562628
91,ORO,1992-09-01,1401554
92,ORO,1992-10-01,1314818
93,ORO,1992-11-01,1308525
94,ORO,1992-12-01,1286194
95,ORO,1993-01-01,1422235
96,ORO,1993-02-01,2012200
97,ORO,1993-03-01,2518749
98,ORO,1993-04-01,2943773
99,ORO,1993-05-01,3298609
100,ORO,1993-06-01,3516916
101,ORO,1993-07-01,3482256
102,ORO,1993-08-01,3102117
103,ORO,1993-09-01,2698688
104,ORO,1993-10-01,2664913
105,ORO,1993-11-01,2650965
106,ORO,1993-12-01,2618617
107,ORO,1994-01-01,2428119
108,ORO,1994-02-01,2411077
109,ORO,1994-03-01,2494080
110,ORO,1994-04-01,2632703
111,ORO,1994-05-01,2631292
112,ORO,1994-06-01,2521485
113,ORO,1994-07-01,2302500
114,ORO,1994-08-01,2021452
115,ORO,1994-09-01,1801146
116,ORO,1994-10-01,1686994
117,ORO,1994-11-01,1579730
118,ORO,1994-12-01,1567602
119,ORO,1995-01-01,1683812
120,ORO,1995-02-01,2725521
121,ORO,1995-03-01,2650314
122,ORO,1995-04-01,2787211
123,ORO,1995-05-01,3243762
124,ORO,1995-06-01,3456844
125,ORO,1995-07-01,3507004
126,ORO,1995-08-01,3424004
127,ORO,1995-09-01,3171294
128,ORO,1995-10-01,2897176
129,ORO,1995-11-01,2799240
130,ORO,1995-12-01,2775890
131,ORO,1996-01-01,2708225
132,ORO,1996-02-01,2736310
133,ORO,1996-03-01,2721586
134,ORO,1996-04-01,3005654
135,ORO,1996-05-01,3248072
136,ORO,1996-06-01,3505120
137,ORO,1996-07-01,3428634
138,ORO,1996-08-01,3040123
139,ORO,1996-09-01,2749106
140,ORO,1996-10-01,2735519
141,ORO,1996-11-01,2678785
142,ORO,1996-12-01,2723161
143,ORO,1997-01-01,3226289
144,ORO,1997-02-01,2841348
145,ORO,1997-03-01,2672806
146,ORO,1997-04-01,2969508
147,ORO,1997-05-01,3225401
148,ORO,1997-06-01,3194592
149,ORO,1997-07-01,2950577
150,ORO,1997-08-01,2421133
151,ORO,1997-09-01,2204628
152,ORO,1997-10-01,2131199
153,ORO,1997-11-01,2035864
154,ORO,1997-12-01,2057573
155,ORO,1998-01-01,2232624
156,ORO,1998-02-01,2678136
157,ORO,1998-03-01,2706134
158,ORO,1998-04-01,2812242
159,ORO,1998-05-01,3045801
160,ORO,1998-06-01,3312155
161,ORO,1998-07-01,3509675
162,ORO,1998-08-01,3341649
163,ORO,1998-09-01,3046369
164,ORO,1998-10-01,2819230
165,ORO,1998-11-01,2724342
166,ORO,1998-12-01,2904037
167,ORO,1999-01-01,2692044
168,ORO,1999-02-01,2762475
169,ORO,1999-03-01,2810497
170,ORO,1999-04-01,2950716
171,ORO,1999-05-01,3261770
172,ORO,1999-06-01,3455135
173,ORO,1999-07-01,3404584
174,ORO,1999-08-01,2852178
175,ORO,1999-09-01,2570104
176,ORO,1999-10-01,2422221
177,ORO,1999-11-01,2293426
178,ORO,1999-12-01,2285516
179,ORO,2000-01-01,2182059
180,ORO,2000-02-01,2351935
181,ORO,2000-03-01,2766986
182,ORO,2000-04-01,2853267
183,ORO,2000-05-01,3102411
184,ORO,2000-06-01,3125205
185,ORO,2000-07-01,2858016
186,ORO,2000-08-01,2397152
187,ORO,2000-09-01,2023685
188,ORO,2000-10-01,1923917
189,ORO,2000-11-01,1828346
190,ORO,2000-12-01,1752778
191,ORO,2001-01-01,1725125
192,ORO,2001-02-01,1736196
193,ORO,2001-03-01,1842853
194,ORO,2001-04-01,2062755
195,ORO,2001-05-01,2190505
196,ORO,2001-06-01,2109160
197,ORO,2001-07-01,1917654
198,ORO,2001-08-01,1719613
199,ORO,2001-09-01,1537917
200,ORO,2001-10-01,1480651
201,ORO,2001-11-01,1429724
202,ORO,2001-12-01,1422478
203,ORO,2002-01-01,1622054
204,ORO,2002-02-01,1919500
205,ORO,2002-03-01,2127110
206,ORO,2002-04-01,2424158
207,ORO,2002-05-01,2653537
208,ORO,2002-06-01,2642588
209,ORO,2002-07-01,2339041
210,ORO,2002-08-01,1868087
211,ORO,2002-09-01,1534234
212,ORO,2002-10-01,1396211
213,ORO,2002-11-01,1276746
214,ORO,2002-12-01,1225712
215,ORO,2003-01-01,1645032
216,ORO,2003-02-01,2170945
217,ORO,2003-03-01,2262248
218,ORO,2003-04-01,2642717
219,ORO,2003-05-01,3096085
220,ORO,2003-06-01,3518011
221,ORO,2003-07-01,3442564
222,ORO,2003-08-01,2832567
223,ORO,2003-09-01,2449395
224,ORO,2003-10-01,2279945
225,ORO,2003-11-01,2187236
226,ORO,2003-12-01,2067297
227,ORO,2004-01-01,2265941
228,ORO,2004-02-01,2464552
229,ORO,2004-03-01,2858152
230,ORO,2004-04-01,3073013
231,ORO,2004-05-01,3053762
232,ORO,2004-06-01,3036296
233,ORO,2004-07-01,2747125
234,ORO,2004-08-01,2247058
235,ORO,2004-09-01,1880289
236,ORO,2004-10-01,1751047
237,ORO,2004-11-01,1662763
238,ORO,2004-12-01,1600657
239,ORO,2005-01-01,1654436
240,ORO,2005-02-01,1821518
241,ORO,2005-03-01,2032761
242,ORO,2005-04-01,2465164
243,ORO,2005-05-01,2854894
244,ORO,2005-06-01,3499471
245,ORO,2005-07-01,3478502
246,ORO,2005-08-01,3248815
247,ORO,2005-09-01,3023843
248,ORO,2005-10-01,2871891
249,ORO,2005-11-01,2729598
250,ORO,2005-12-01,2648896
251,ORO,2006-01-01,2901704
252,ORO,2006-02-01,2790684
253,ORO,2006-03-01,2991888
254,ORO,2006-04-01,2898274
255,ORO,2006-05-01,3156703
256,ORO,2006-06-01,3490384
257,ORO,2006-07-01,3469298
258,ORO,2006-08-01,3250005
259,ORO,2006-09-01,3004668
260,ORO,2006-10-01,2837158
261,ORO,2006-11-01,2752014
262,ORO,2006-12-01,2673973
263,ORO,2007-01-01,2800578
264,ORO,2007-02-01,2794826
265,ORO,2007-03-01,2997496
266,ORO,2007-04-01,3126652
267,ORO,2007-05-01,3081598
268,ORO,2007-06-01,2963234
269,ORO,2007-07-01,2626160
270,ORO,2007-08-01,2186786
271,ORO,2007-09-01,1812148
272,ORO,2007-10-01,1564933
273,ORO,2007-11-01,1440264
274,ORO,2007-12-01,1271887
275,ORO,2008-01-01,1227133
276,ORO,2008-02-01,1331670
277,ORO,2008-03-01,1455835
278,ORO,2008-04-01,1683059
279,ORO,2008-05-01,1705698
280,ORO,2008-06-01,1762034
281,ORO,2008-07-01,1511301
282,ORO,2008-08-01,1288523
283,ORO,2008-09-01,1126131
284,ORO,2008-10-01,1097259
285,ORO,2008-11-01,1025686
286,ORO,2008-12-01,1001693
287,ORO,2009-01-01,979688
288,ORO,2009-02-01,1022442
289,ORO,2009-03-01,1384829
290,ORO,2009-04-01,1989884
291,ORO,2009-05-01,2050999
292,ORO,2009-06-01,2281337
293,ORO,2009-07-01,2035115
294,ORO,2009-08-01,1540375
295,ORO,2009-09-01,1376033
296,ORO,2009-10-01,1337082
297,ORO,2009-11-01,1288756
298,ORO,2009-12-01,1127405
299,ORO,2010-01-01,1028409
300,ORO,2010-02-01,1202288
301,ORO,2010-03-01,1396371
302,ORO,2010-04-01,1665268
303,ORO,2010-05-01,2134630
304,ORO,2010-06-01,2505087
305,ORO,2010-07-01,2715817
306,ORO,2010-08-01,2395832
307,ORO,2010-09-01,2028487
308,ORO,2010-10-01,1749893
309,ORO,2010-11-01,1696748
310,ORO,2010-12-01,1634660
311,ORO,2011-01-01,2195132
312,ORO,2011-02-01,2447443
313,ORO,2011-03-01,2690352
314,ORO,2011-04-01,2847574
315,ORO,2011-05-01,3307182
316,ORO,2011-06-01,3404584
317,ORO,2011-07-01,3516909
318,ORO,2011-08-01,3495865
319,ORO,2011-09-01,3301612
320,ORO,2011-10-01,3033887
321,ORO,2011-11-01,2894299
322,ORO,2011-12-01,2801918
323,ORO,2012-01-01,2541703
324,ORO,2012-02-01,2546742
325,ORO,2012-03-01,2518246
326,ORO,2012-04-01,2962260
327,ORO,2012-05-01,3440549
328,ORO,2012-06-01,3498688
329,ORO,2012-07-01,3221852
330,ORO,2012-08-01,2652634
331,ORO,2012-09-01,2217460
332,ORO,2012-10-01,1973922
333,ORO,2012-11-01,1823298
334,ORO,2012-12-01,1935350
335,ORO,2013-01-01,2528583
336,ORO,2013-02-01,2698821
337,ORO,2013-03-01,2852724
338,ORO,2013-04-01,2988803
339,ORO,2013-05-01,3032613
340,ORO,2013-06-01,2803391
341,ORO,2013-07-01,2542454
342,ORO,2013-08-01,2130646
343,ORO,2013-09-01,1778219
344,ORO,2013-10-01,1631182
345,ORO,2013-11-01,1522878
346,ORO,2013-12-01,1386462
347,ORO,2014-01-01,1281231
348,ORO,2014-02-01,1262280
349,ORO,2014-03-01,1416168
350,ORO,2014-04-01,1731127
351,ORO,2014-05-01,1875744
352,ORO,2014-06-01,1729124
353,ORO,2014-07-01,1507576
354,ORO,2014-08-01,1247482
355,ORO,2014-09-01,1100873
356,ORO,2014-10-01,1075537
357,ORO,2014-11-01,950759
358,ORO,2014-12-01,914240
359,ORO,2015-01-01,1351639
360,ORO,2015-02-01,1445218
361,ORO,2015-03-01,1739248
362,ORO,2015-04-01,1794100
363,ORO,2015-05-01,1777442
364,ORO,2015-06-01,1559875
365,ORO,2015-07-01,1386462
366,ORO,2015-08-01,1155320
367,ORO,2015-09-01,1070137
368,ORO,2015-10-01,1057903
369,ORO,2015-11-01,1004372
370,ORO,2015-12-01,927294
371,ORO,2016-01-01,1017628
372,ORO,2016-02-01,1558458
373,ORO,2016-03-01,1873223
374,ORO,2016-04-01,3070014
375,ORO,2016-05-01,3403047
376,ORO,2016-06-01,3301763
377,ORO,2016-07-01,2938374
378,ORO,2016-08-01,2312816
379,ORO,2016-09-01,1827950
380,ORO,2016-10-01,1614234
381,ORO,2016-11-01,1563068
382,ORO,2016-12-01,1481848
383,ORO,2017-01-01,1986306
384,ORO,2017-02-01,2818827
385,ORO,2017-03-01,2741581
386,ORO,2017-04-01,2689832
387,ORO,2017-05-01,2614140
388,ORO,2017-06-01,2456354
389,ORO,2017-07-01,2330551
390,ORO,2017-08-01,2098638
391,ORO,2017-09-01,1691864
392,ORO,2017-10-01,1321445
393,ORO,2017-11-01,1211947
394,ORO,2017-12-01,1270038
395,ORO,2018-01-01,1229321
396,ORO,2018-02-01,1412607
399,ORO,1985-04-02,1516800
400,ORO,1985-05-02,1754500
401,ORO,1985-06-02,1544200
402,ORO,1985-07-02,1198000
404,ORO,1985-09-02,680300
405,ORO,1985-10-02,623600
407,ORO,1985-12-02,519200
408,ORO,1986-01-02,602700
426,ORO,1987-07-02,2638095
427,ORO,1987-08-02,2287362
428,ORO,1987-09-02,2032872
430,ORO,1987-11-02,1982632
431,ORO,1987-12-02,2105869
432,ORO,1988-01-02,2410233
433,ORO,1988-02-02,2649934
434,ORO,1988-03-02,2718173
435,ORO,1988-04-02,2650063
436,ORO,1988-05-02,2558018
437,ORO,1988-06-02,2465536
438,ORO,1988-07-02,2207008
439,ORO,1988-08-02,1840263
440,ORO,1988-09-02,1628351
441,ORO,1988-10-02,1538621
442,ORO,1988-11-02,1496020
443,ORO,1988-12-02,1610518
445,ORO,1989-02-02,1702309
446,ORO,1989-03-02,1742703
447,ORO,1989-04-02,2917652
448,ORO,1989-05-02,3348944
449,ORO,1989-06-02,3264310
450,ORO,1989-07-02,3061447
451,ORO,1989-08-02,2597334
452,ORO,1989-09-02,2282019
453,ORO,1989-10-02,2155853
454,ORO,1989-11-02,2141614
455,ORO,1989-12-02,2118396
456,ORO,1990-01-02,1864367
457,ORO,1990-02-02,1888088
458,ORO,1990-03-02,1939700
459,ORO,1990-04-02,2086085
460,ORO,1990-05-02,1827554
461,ORO,1990-06-02,1751249
462,ORO,1990-07-02,1681474
463,ORO,1990-08-02,1430482
464,ORO,1990-09-02,1188708
465,ORO,1990-10-02,1161234
466,ORO,1990-11-02,1167317
467,ORO,1990-12-02,1157048
468,ORO,1991-01-02,976929
469,ORO,1991-02-02,921700
470,ORO,1991-03-02,948243
471,ORO,1991-04-02,1340195
472,ORO,1991-05-02,1599577
473,ORO,1991-06-02,1691869
474,ORO,1991-07-02,1551916
475,ORO,1991-08-02,1445100
476,ORO,1991-09-02,1396211
477,ORO,1991-10-02,1393258
478,ORO,1991-11-02,1351882
479,ORO,1991-12-02,1330004
480,ORO,1992-01-02,1262205
481,ORO,1992-02-02,1281542
482,ORO,1992-03-02,1558460
483,ORO,1992-04-02,1786487
484,ORO,1992-05-02,2023051
485,ORO,1992-06-02,1861153
486,ORO,1992-07-02,1731135
487,ORO,1992-08-02,1558726
488,ORO,1992-09-02,1390473
489,ORO,1992-10-02,1312219
490,ORO,1992-11-02,1312377
491,ORO,1992-12-02,1283789
492,ORO,1993-01-02,1429646
493,ORO,1993-02-02,2022305
494,ORO,1993-03-02,2526219
495,ORO,1993-04-02,2952519
496,ORO,1993-05-02,3323725
497,ORO,1993-06-02,3511096
498,ORO,1993-07-02,3473668
499,ORO,1993-08-02,3081448
500,ORO,1993-09-02,2686706
501,ORO,1993-10-02,2661422
502,ORO,1993-11-02,2643623
503,ORO,1993-12-02,2612870
504,ORO,1994-01-02,2431636
505,ORO,1994-02-02,2408908
506,ORO,1994-03-02,2499891
507,ORO,1994-04-02,2638224
508,ORO,1994-05-02,2622454
509,ORO,1994-06-02,2506207
510,ORO,1994-07-02,2296400
511,ORO,1994-08-02,2008805
512,ORO,1994-09-02,1790681
513,ORO,1994-10-02,1691963
514,ORO,1994-11-02,1573836
515,ORO,1994-12-02,1565023
516,ORO,1995-01-02,1683158
517,ORO,1995-02-02,2743293
518,ORO,1995-03-02,2663094
519,ORO,1995-04-02,2803120
520,ORO,1995-05-02,3254767
521,ORO,1995-06-02,3459644
522,ORO,1995-07-02,3502922
523,ORO,1995-08-02,3417678
524,ORO,1995-09-02,3163848
525,ORO,1995-10-02,2887454
526,ORO,1995-11-02,2795494
527,ORO,1995-12-02,2777885
528,ORO,1996-01-02,2707179
529,ORO,1996-02-02,2726706
530,ORO,1996-03-02,2709794
531,ORO,1996-04-02,3023560
532,ORO,1996-05-02,3255660
533,ORO,1996-06-02,3504963
534,ORO,1996-07-02,3411509
535,ORO,1996-08-02,3031480
536,ORO,1996-09-02,2756248
537,ORO,1996-10-02,2734466
538,ORO,1996-11-02,2675919
539,ORO,1996-12-02,2718437
540,ORO,1997-01-02,3332554
541,ORO,1997-02-02,2821652
542,ORO,1997-03-02,2675270
543,ORO,1997-04-02,2972857
544,ORO,1997-05-02,3224957
545,ORO,1997-06-02,3191068
546,ORO,1997-07-02,2928278
547,ORO,1997-08-02,2405208
548,ORO,1997-09-02,2195245
549,ORO,1997-10-02,2124129
550,ORO,1997-11-02,2041651
551,ORO,1997-12-02,2056710
552,ORO,1998-01-02,2233882
553,ORO,1998-02-02,2694779
554,ORO,1998-03-02,2698691
555,ORO,1998-04-02,2808216
556,ORO,1998-05-02,3078019
557,ORO,1998-06-02,3323628
558,ORO,1998-07-02,3502765
559,ORO,1998-08-02,3344533
560,ORO,1998-09-02,3032613
561,ORO,1998-10-02,2809424
562,ORO,1998-11-02,2726838
563,ORO,1998-12-02,2900332
564,ORO,1999-01-02,2694519
565,ORO,1999-02-02,2759824
566,ORO,1999-03-02,2817348
567,ORO,1999-04-02,2960310
568,ORO,1999-05-02,3278205
569,ORO,1999-06-02,3454669
570,ORO,1999-07-02,3385401
571,ORO,1999-08-02,2836077
572,ORO,1999-09-02,2560906
573,ORO,1999-10-02,2419924
574,ORO,1999-11-02,2294475
575,ORO,1999-12-02,2283658
576,ORO,2000-01-02,2187236
577,ORO,2000-02-02,2359410
578,ORO,2000-03-02,2761547
579,ORO,2000-04-02,2868622
580,ORO,2000-05-02,3098816
581,ORO,2000-06-02,3120291
582,ORO,2000-07-02,2846761
583,ORO,2000-08-02,2378706
584,ORO,2000-09-02,2024325
585,ORO,2000-10-02,1918372
586,ORO,2000-11-02,1821024
587,ORO,2000-12-02,1752778
588,ORO,2001-01-02,1719613
589,ORO,2001-02-02,1735622
590,ORO,2001-03-02,1840960
591,ORO,2001-04-02,2061350
592,ORO,2001-05-02,2192874
593,ORO,2001-06-02,2105648
594,ORO,2001-07-02,1913760
595,ORO,2001-08-02,1711274
596,ORO,2001-09-02,1542660
597,ORO,2001-10-02,1478600
598,ORO,2001-11-02,1427889
599,ORO,2001-12-02,1441019
600,ORO,2002-01-02,1654158
601,ORO,2002-02-02,1924019
602,ORO,2002-03-02,2134741
603,ORO,2002-04-02,2435032
604,ORO,2002-05-02,2650442
605,ORO,2002-06-02,2648896
606,ORO,2002-07-02,2321613
607,ORO,2002-08-02,1853838
608,ORO,2002-09-02,1525404
609,ORO,2002-10-02,1392848
610,ORO,2002-11-02,1272733
611,ORO,2002-12-02,1223235
612,ORO,2003-01-02,1659429
613,ORO,2003-02-02,2190730
614,ORO,2003-03-02,2269523
615,ORO,2003-04-02,2647222
616,ORO,2003-05-02,3115526
617,ORO,2003-06-02,3518011
618,ORO,2003-07-02,3423845
619,ORO,2003-08-02,2816138
620,ORO,2003-09-02,2438191
621,ORO,2003-10-02,2276583
622,ORO,2003-11-02,2181496
623,ORO,2003-12-02,2065242
624,ORO,2004-01-02,2270911
625,ORO,2004-02-02,2470437
626,ORO,2004-03-02,2849064
627,ORO,2004-04-02,3076874
628,ORO,2004-05-02,3062164
629,ORO,2004-06-02,3032046
630,ORO,2004-07-02,2730255
631,ORO,2004-08-02,2232624
632,ORO,2004-09-02,1870302
633,ORO,2004-10-02,1751816
634,ORO,2004-11-02,1660077
635,ORO,2004-12-02,1600567
636,ORO,2005-01-02,1666753
637,ORO,2005-02-02,1826761
638,ORO,2005-03-02,2045086
639,ORO,2005-04-02,2480513
640,ORO,2005-05-02,2863996
641,ORO,2005-06-02,3500569
642,ORO,2005-07-02,3473663
643,ORO,2005-08-02,3242722
644,ORO,2005-09-02,3019747
645,ORO,2005-10-02,2874890
646,ORO,2005-11-02,2721848
647,ORO,2005-12-02,2673843
648,ORO,2006-01-02,2849064
649,ORO,2006-02-02,2801114
650,ORO,2006-03-02,2965324
651,ORO,2006-04-02,2896354
652,ORO,2006-05-02,3173049
653,ORO,2006-06-02,3502765
654,ORO,2006-07-02,3470233
655,ORO,2006-08-02,3244207
656,ORO,2006-09-02,3003262
657,ORO,2006-10-02,2831758
658,ORO,2006-11-02,2748710
659,ORO,2006-12-02,2678136
660,ORO,2007-01-02,2805535
661,ORO,2007-02-02,2795896
662,ORO,2007-03-02,2984460
663,ORO,2007-04-02,3131574
664,ORO,2007-05-02,3081884
665,ORO,2007-06-02,2962956
666,ORO,2007-07-02,2608146
667,ORO,2007-08-02,2175655
668,ORO,2007-09-02,1805463
669,ORO,2007-10-02,1559255
670,ORO,2007-11-02,1434987
671,ORO,2007-12-02,1264966
672,ORO,2008-01-02,1227735
673,ORO,2008-02-02,1335728
674,ORO,2008-03-02,1463198
675,ORO,2008-04-02,1684368
676,ORO,2008-05-02,1706170
677,ORO,2008-06-02,1760682
678,ORO,2008-07-02,1507056
679,ORO,2008-08-02,1284410
680,ORO,2008-09-02,1125424
681,ORO,2008-10-02,1096912
682,ORO,2008-11-02,1031993
683,ORO,2008-12-02,1002345
684,ORO,2009-01-02,978532
685,ORO,2009-02-02,1024758
686,ORO,2009-03-02,1462012
687,ORO,2009-04-02,1999590
688,ORO,2009-05-02,2068813
689,ORO,2009-06-02,2273572
690,ORO,2009-07-02,2016021
691,ORO,2009-08-02,1531783
692,ORO,2009-09-02,1372541
693,ORO,2009-10-02,1332624
694,ORO,2009-11-02,1284718
695,ORO,2009-12-02,1118582
696,ORO,2010-01-02,1029738
697,ORO,2010-02-02,1205699
698,ORO,2010-03-02,1407732
699,ORO,2010-04-02,1679322
700,ORO,2010-05-02,2154404
701,ORO,2010-06-02,2515635
702,ORO,2010-07-02,2712935
703,ORO,2010-08-02,2383728
704,ORO,2010-09-02,2014746
705,ORO,2010-10-02,1745188
706,ORO,2010-11-02,1696842
707,ORO,2010-12-02,1636126
708,ORO,2011-01-02,2209848
709,ORO,2011-02-02,2454766
710,ORO,2011-03-02,2702737
711,ORO,2011-04-02,2863588
712,ORO,2011-05-02,3307483
713,ORO,2011-06-02,3409662
714,ORO,2011-07-02,3518483
715,ORO,2011-08-02,3490227
716,ORO,2011-09-02,3292145
717,ORO,2011-10-02,3020171
718,ORO,2011-11-02,2890875
719,ORO,2011-12-02,2796430
720,ORO,2012-01-02,2538200
721,ORO,2012-02-02,2547495
722,ORO,2012-03-02,2516381
723,ORO,2012-04-02,2978166
724,ORO,2012-05-02,3455446
725,ORO,2012-06-02,3495396
726,ORO,2012-07-02,3211076
727,ORO,2012-08-02,2631158
728,ORO,2012-09-02,2205880
729,ORO,2012-10-02,1964410
730,ORO,2012-11-02,1821024
731,ORO,2012-12-02,2082491
732,ORO,2013-01-02,2532951
733,ORO,2013-02-02,2704565
734,ORO,2013-03-02,2857610
735,ORO,2013-04-02,2994553
736,ORO,2013-05-02,3025539
737,ORO,2013-06-02,2794558
738,ORO,2013-07-02,2527710
739,ORO,2013-08-02,2117516
740,ORO,2013-09-02,1772981
741,ORO,2013-10-02,1627344
742,ORO,2013-11-02,1517394
743,ORO,2013-12-02,1381974
744,ORO,2014-01-02,1277286
745,ORO,2014-02-02,1262433
746,ORO,2014-03-02,1425973
747,ORO,2014-04-02,1742025
748,ORO,2014-05-02,1877662
749,ORO,2014-06-02,1723033
750,ORO,2014-07-02,1496782
751,ORO,2014-08-02,1241331
752,ORO,2014-09-02,1097883
753,ORO,2014-10-02,1075811
754,ORO,2014-11-02,947050
755,ORO,2014-12-02,919889
756,ORO,2015-01-02,1356221
757,ORO,2015-02-02,1446563
758,ORO,2015-03-02,1742791
759,ORO,2015-04-02,1795664
760,ORO,2015-05-02,1770160
761,ORO,2015-06-02,1555360
762,ORO,2015-07-02,1377334
763,ORO,2015-08-02,1148923
764,ORO,2015-09-02,1068364
765,ORO,2015-10-02,1058513
766,ORO,2015-11-02,1002414
767,ORO,2015-12-02,924019
768,ORO,2016-01-02,1020993
769,ORO,2016-02-02,1578207
770,ORO,2016-03-02,1881300
771,ORO,2016-04-02,3080738
772,ORO,2016-05-02,3405815
773,ORO,2016-06-02,3294247
774,ORO,2016-07-02,2916002
775,ORO,2016-08-02,2294358
776,ORO,2016-09-02,1816780
777,ORO,2016-10-02,1609428
778,ORO,2016-11-02,1564222
779,ORO,2016-12-02,1478088
780,ORO,2017-01-02,1991359
781,ORO,2017-02-02,2796832
782,ORO,2017-03-02,2775224
783,ORO,2017-04-02,2699213
784,ORO,2017-05-02,2634494
785,ORO,2017-06-02,2444032
786,ORO,2017-07-02,2328903
787,ORO,2017-08-02,2085321
788,ORO,2017-09-02,1678575
789,ORO,2017-10-02,1312768
790,ORO,2017-11-02,1205996
791,ORO,2017-12-02,1267576
792,ORO,2018-01-02,1228268
793,ORO,2018-02-02,1418656
795,ORO,1985-03-03,1662600
796,ORO,1985-04-03,1529400
798,ORO,1985-06-03,1531900
803,ORO,1985-11-03,549900
804,ORO,1985-12-03,530700
824,ORO,1987-08-03,2277961
825,ORO,1987-09-03,2025289
827,ORO,1987-11-03,1981476
828,ORO,1987-12-03,2118397
829,ORO,1988-01-03,2422427
830,ORO,1988-02-03,2646584
831,ORO,1988-03-03,2721320
832,ORO,1988-04-03,2653415
833,ORO,1988-05-03,2553996
834,ORO,1988-06-03,2461495
835,ORO,1988-07-03,2201119
836,ORO,1988-08-03,1826167
837,ORO,1988-09-03,1625432
838,ORO,1988-10-03,1535552
839,ORO,1988-11-03,1490773
840,ORO,1988-12-03,1624975
841,ORO,1989-01-03,1675503
842,ORO,1989-02-03,1701650
843,ORO,1989-03-03,1759342
844,ORO,1989-04-03,2937262
845,ORO,1989-05-03,3347271
846,ORO,1989-06-03,3264908
847,ORO,1989-07-03,3046647
848,ORO,1989-08-03,2580848
849,ORO,1989-09-03,2286200
850,ORO,1989-10-03,2148059
851,ORO,1989-11-03,2140600
852,ORO,1989-12-03,2123908
853,ORO,1990-01-03,1846243
854,ORO,1990-02-03,1889408
855,ORO,1990-03-03,1955900
856,ORO,1990-04-03,2076948
857,ORO,1990-05-03,1814710
858,ORO,1990-06-03,1759051
859,ORO,1990-07-03,1673920
860,ORO,1990-08-03,1418663
861,ORO,1990-09-03,1188047
862,ORO,1990-10-03,1159428
863,ORO,1990-11-03,1164418
864,ORO,1990-12-03,1154671
865,ORO,1991-01-03,970341
866,ORO,1991-02-03,925500
867,ORO,1991-03-03,975775
868,ORO,1991-04-03,1349716
869,ORO,1991-05-03,1595162
870,ORO,1991-06-03,1688587
871,ORO,1991-07-03,1547681
872,ORO,1991-08-03,1448168
873,ORO,1991-09-03,1388837
874,ORO,1991-10-03,1389982
875,ORO,1991-11-03,1351401
876,ORO,1991-12-03,1326196
877,ORO,1992-01-03,1258683
878,ORO,1992-02-03,1281620
879,ORO,1992-03-03,1563071
880,ORO,1992-04-03,1793610
881,ORO,1992-05-03,2025716
882,ORO,1992-06-03,1853437
883,ORO,1992-07-03,1725988
884,ORO,1992-08-03,1549092
885,ORO,1992-09-03,1379616
886,ORO,1992-10-03,1310095
887,ORO,1992-11-03,1314424
888,ORO,1992-12-03,1282084
889,ORO,1993-01-03,1435579
890,ORO,1993-02-03,2028703
891,ORO,1993-03-03,2538579
892,ORO,1993-04-03,2961977
893,ORO,1993-05-03,3338923
894,ORO,1993-06-03,3509210
895,ORO,1993-07-03,3482569
