,'station',date,storage
6427,ORO,1991-05-17,1628992
6428,ORO,1991-06-17,1615418
6429,ORO,1991-07-17,1495417
6430,ORO,1991-08-17,1410875
6431,ORO,1991-09-17,1410792
6432,ORO,1991-10-17,1352204
6433,ORO,1991-11-17,1331513
6434,ORO,1991-12-17,1304915
6435,ORO,1992-01-17,1273892
6436,ORO,1992-02-17,1363883
6437,ORO,1992-03-17,1690276
6438,ORO,1992-04-17,1928962
6439,ORO,1992-05-17,1972148
6440,ORO,1992-06-17,1786780
6441,ORO,1992-07-17,1657100
6442,ORO,1992-08-17,1464735
6443,ORO,1992-09-17,1338360
6444,ORO,1992-10-17,1298811
6445,ORO,1992-11-17,1303898
6446,ORO,1992-12-17,1353409
6447,ORO,1993-01-17,1624793
6448,ORO,1993-02-17,2245786
6449,ORO,1993-03-17,2906231
6450,ORO,1993-04-17,3102979
6451,ORO,1993-05-17,3442878
6452,ORO,1993-06-17,3498066
6453,ORO,1993-07-17,3338014
6454,ORO,1993-08-17,2861681
6455,ORO,1993-09-17,2668925
6456,ORO,1993-10-17,2649676
6457,ORO,1993-11-17,2637068
6458,ORO,1993-12-17,2524848
6459,ORO,1994-01-17,2400725
6460,ORO,1994-02-17,2440871
6461,ORO,1994-03-17,2593778
6462,ORO,1994-04-17,2661421
6463,ORO,1994-05-17,2562295
6464,ORO,1994-06-17,2432971
6465,ORO,1994-07-17,2113995
6466,ORO,1994-08-17,1896620
6467,ORO,1994-09-17,1730182
6468,ORO,1994-10-17,1654347
6469,ORO,1994-11-17,1559258
6470,ORO,1994-12-17,1641819
6471,ORO,1995-01-17,2590096
6472,ORO,1995-02-17,2618617
6473,ORO,1995-03-17,2738417
6474,ORO,1995-04-17,2935606
6475,ORO,1995-05-17,3274165
6476,ORO,1995-06-17,3507162
6477,ORO,1995-07-17,3442719
6478,ORO,1995-08-17,3323177
6479,ORO,1995-09-17,3033745
6480,ORO,1995-10-17,2818961
6481,ORO,1995-11-17,2779217
6482,ORO,1995-12-17,2802052
6483,ORO,1996-01-17,2743824
6484,ORO,1996-02-17,2771501
6485,ORO,1996-03-17,2837563
6486,ORO,1996-04-17,3129981
6487,ORO,1996-05-17,3419833
6488,ORO,1996-06-17,3492733
6489,ORO,1996-07-17,3221852
6490,ORO,1996-08-17,2858559
6491,ORO,1996-09-17,2724736
6492,ORO,1996-10-17,2703912
6493,ORO,1996-11-17,2660122
6494,ORO,1996-12-17,2787214
6495,ORO,1997-01-17,2699082
6496,ORO,1997-02-17,2638474
6497,ORO,1997-03-17,2764995
6498,ORO,1997-04-17,3086039
6499,ORO,1997-05-17,3225401
6500,ORO,1997-06-17,3118846
6501,ORO,1997-07-17,2669400
6502,ORO,1997-08-17,2279481
6503,ORO,1997-09-17,2167025
6504,ORO,1997-10-17,2070655
6505,ORO,1997-11-17,2016340
6506,ORO,1997-12-17,2155631
6507,ORO,1998-01-17,2575028
6508,ORO,1998-02-17,2716209
6509,ORO,1998-03-17,2709663
6510,ORO,1998-04-17,2848116
6511,ORO,1998-05-17,3277905
6512,ORO,1998-06-17,3475848
6513,ORO,1998-07-17,3432500
6514,ORO,1998-08-17,3198266
6515,ORO,1998-09-17,2920412
6516,ORO,1998-10-17,2764995
6517,ORO,1998-11-17,2746068
6518,ORO,1998-12-17,2740130
6519,ORO,1999-01-17,2722766
6520,ORO,1999-02-17,2838104
6521,ORO,1999-03-17,2809826
6522,ORO,1999-04-17,3096804
6523,ORO,1999-05-17,3343622
6524,ORO,1999-06-17,3471168
6525,ORO,1999-07-17,3124772
6526,ORO,1999-08-17,2691653
6527,ORO,1999-09-17,2477069
6528,ORO,1999-10-17,2329844
6529,ORO,1999-11-17,2269986
6530,ORO,1999-12-17,2268368
6531,ORO,2000-01-17,2156188
6532,ORO,2000-02-17,2719880
6533,ORO,2000-03-17,2719880
6534,ORO,2000-04-17,3018618
6535,ORO,2000-05-17,3074294
6536,ORO,2000-06-17,3040549
6537,ORO,2000-07-17,2627313
6538,ORO,2000-08-17,2192080
6539,ORO,2000-09-17,1939482
6540,ORO,2000-10-17,1872316
6541,ORO,2000-11-17,1783566
6542,ORO,2000-12-17,1742312
6543,ORO,2001-01-17,1687926
6544,ORO,2001-02-17,1754232
6545,ORO,2001-03-17,1910282
6546,ORO,2001-04-17,2124570
6547,ORO,2001-05-17,2186110
6548,ORO,2001-06-17,1991570
6549,ORO,2001-07-17,1829139
6550,ORO,2001-08-17,1608160
6551,ORO,2001-09-17,1491105
6552,ORO,2001-10-17,1464641
6553,ORO,2001-11-17,1366951
6554,ORO,2001-12-17,1487414
6555,ORO,2002-01-17,1854438
6556,ORO,2002-02-17,2000225
6557,ORO,2002-03-17,2293426
6558,ORO,2002-04-17,2617206
6559,ORO,2002-05-17,2628338
6560,ORO,2002-06-17,2510419
6561,ORO,2002-07-17,2080315
6562,ORO,2002-08-17,1681190
6563,ORO,2002-09-17,1442193
6564,ORO,2002-10-17,1348353
6565,ORO,2002-11-17,1251738
6566,ORO,2002-12-17,1336683
6567,ORO,2003-01-17,1875845
6568,ORO,2003-02-17,2293776
6569,ORO,2003-03-17,2436368
6570,ORO,2003-04-17,2823806
6571,ORO,2003-05-17,3420450
6572,ORO,2003-06-17,3520216
6573,ORO,2003-07-17,3111198
6574,ORO,2003-08-17,2638603
6575,ORO,2003-09-17,2323492
6576,ORO,2003-10-17,2220874
6577,ORO,2003-11-17,2111136
6578,ORO,2003-12-17,2114764
6579,ORO,2004-01-17,2366782
6580,ORO,2004-02-17,2647222
6581,ORO,2004-03-17,2973834
6582,ORO,2004-04-17,3021582
6583,ORO,2004-05-17,3060170
6584,ORO,2004-06-17,2881850
6585,ORO,2004-07-17,2464552
6586,ORO,2004-08-17,2017190
6587,ORO,2004-09-17,1780940
6588,ORO,2004-10-17,1700419
6589,ORO,2004-11-17,1633012
6590,ORO,2004-12-17,1638877
6591,ORO,2005-01-17,1733321
6592,ORO,2005-02-17,1927002
6593,ORO,2005-03-17,2165235
6594,ORO,2005-04-17,2692434
6595,ORO,2005-05-17,3120434
6596,ORO,2005-06-17,3521161
6597,ORO,2005-07-17,3366601
6598,ORO,2005-08-17,3130271
6599,ORO,2005-09-17,2959196
6600,ORO,2005-10-17,2800712
6601,ORO,2005-11-17,2665552
6602,ORO,2005-12-17,2661414
6603,ORO,2006-01-17,2750560
6604,ORO,2006-02-17,2846761
6605,ORO,2006-03-17,2811706
6606,ORO,2006-04-17,2995395
6607,ORO,2006-05-17,3319549
6608,ORO,2006-06-17,3521318
6609,ORO,2006-07-17,3378668
6610,ORO,2006-08-17,3122025
6611,ORO,2006-09-17,2899234
6612,ORO,2006-10-17,2795896
6613,ORO,2006-11-17,2697256
6614,ORO,2006-12-17,2727232
6615,ORO,2007-01-17,2797233
6616,ORO,2007-02-17,2980962
6617,ORO,2007-03-17,3024686
6618,ORO,2007-04-17,3094648
6619,ORO,2007-05-17,3026529
6620,ORO,2007-06-17,2848657
6621,ORO,2007-07-17,2375960
6622,ORO,2007-08-17,1974236
6623,ORO,2007-09-17,1647518
6624,ORO,2007-10-17,1492652
6625,ORO,2007-11-17,1346428
6626,ORO,2007-12-17,1237841
6627,ORO,2008-01-17,1276516
6628,ORO,2008-02-17,1378880
6629,ORO,2008-03-17,1560673
6630,ORO,2008-04-17,1718190
6631,ORO,2008-05-17,1756438
6632,ORO,2008-06-17,1657948
6633,ORO,2008-07-17,1389078
6634,ORO,2008-08-17,1185405
6635,ORO,2008-09-17,1108759
6636,ORO,2008-10-17,1085843
6637,ORO,2008-11-17,1016108
6638,ORO,2008-12-17,971234
6639,ORO,2009-01-17,973279
6640,ORO,2009-02-17,1078896
6641,ORO,2009-03-17,1771904
6642,ORO,2009-04-17,2058435
6643,ORO,2009-05-17,2265353
6644,ORO,2009-06-17,2180934
6645,ORO,2009-07-17,1741450
6646,ORO,2009-08-17,1440599
6647,ORO,2009-09-17,1348110
6648,ORO,2009-10-17,1317733
6649,ORO,2009-11-17,1207185
6650,ORO,2009-12-17,1064416
6651,ORO,2010-01-17,1047650
6652,ORO,2010-02-17,1296544
6653,ORO,2010-03-17,1520001
6654,ORO,2010-04-17,1867987
6655,ORO,2010-05-17,2368211
6656,ORO,2010-06-17,2696735
6657,ORO,2010-07-17,2584767
6658,ORO,2010-08-17,2220191
6659,ORO,2010-09-17,1850338
6660,ORO,2010-10-17,1697407
6661,ORO,2010-11-17,1665824
6662,ORO,2010-12-17,1788145
6663,ORO,2011-01-17,2323728
6664,ORO,2011-02-17,2573259
6665,ORO,2011-03-17,3020452
6666,ORO,2011-04-17,3060740
6667,ORO,2011-05-17,3334827
6668,ORO,2011-06-17,3517067
6669,ORO,2011-07-17,3528727
6670,ORO,2011-08-17,3416748
6671,ORO,2011-09-17,3164577
6672,ORO,2011-10-17,2933254
6673,ORO,2011-11-17,2825422
6674,ORO,2011-12-17,2614524
6675,ORO,2012-01-17,2485685
6676,ORO,2012-02-17,2548846
6677,ORO,2012-03-17,2745804
6678,ORO,2012-04-17,3147536
6679,ORO,2012-05-17,3514864
6680,ORO,2012-06-17,3397976
6681,ORO,2012-07-17,2924688
6682,ORO,2012-08-17,2392111
6683,ORO,2012-09-17,2033617
6684,ORO,2012-10-17,1850338
6685,ORO,2012-11-17,1778122
6686,ORO,2012-12-17,2339395
6687,ORO,2013-01-17,2606998
6688,ORO,2013-02-17,2791218
6689,ORO,2013-03-17,2882806
6690,ORO,2013-04-17,3091776
6691,ORO,2013-05-17,2918620
6692,ORO,2013-06-17,2712542
6693,ORO,2013-07-17,2339278
6694,ORO,2013-08-17,1935660
6695,ORO,2013-09-17,1678762
6696,ORO,2013-10-17,1601018
6697,ORO,2013-11-17,1422810
6698,ORO,2013-12-17,1326194
6699,ORO,2014-01-17,1266347
6700,ORO,2014-02-17,1377740
6701,ORO,2014-03-17,1602914
6702,ORO,2014-04-17,1843551
6703,ORO,2014-05-17,1806052
6704,ORO,2014-06-17,1619778
6705,ORO,2014-07-17,1359281
6706,ORO,2014-08-17,1155680
6707,ORO,2014-09-17,1084051
6708,ORO,2014-10-17,1024034
6709,ORO,2014-11-17,904167
6710,ORO,2014-12-17,1181525
6711,ORO,2015-01-17,1405009
6712,ORO,2015-02-17,1686614
6713,ORO,2015-03-17,1776957
6714,ORO,2015-04-17,1812641
6715,ORO,2015-05-17,1640621
6716,ORO,2015-06-17,1485700
6717,ORO,2015-07-17,1263200
6718,ORO,2015-08-17,1093582
6719,ORO,2015-09-17,1053983
6720,ORO,2015-10-17,1038467
6721,ORO,2015-11-17,955866
6722,ORO,2015-12-17,930081
6723,ORO,2016-01-17,1115769
6724,ORO,2016-02-17,1726934
6725,ORO,2016-03-17,2748974
6726,ORO,2016-04-17,3285994
6727,ORO,2016-05-17,3392298
6728,ORO,2016-06-17,3158452
6729,ORO,2016-07-17,2603433
6730,ORO,2016-08-17,2030195
6731,ORO,2016-09-17,1689238
6732,ORO,2016-10-17,1551825
6733,ORO,2016-11-17,1511561
6734,ORO,2016-12-17,1843351
6735,ORO,2017-01-17,2806473
6736,ORO,2017-02-17,2899096
6737,ORO,2017-03-17,2973415
6738,ORO,2017-04-17,2976908
6739,ORO,2017-05-17,2582614
6740,ORO,2017-06-17,2335619
6741,ORO,2017-07-17,2269177
6742,ORO,2017-08-17,1874131
6743,ORO,2017-09-17,1483302
6744,ORO,2017-10-17,1260977
6745,ORO,2017-11-17,1226162
6746,ORO,2017-12-17,1264427
6747,ORO,2018-01-17,1307581
6748,ORO,2018-02-17,1458625
6749,ORO,1985-02-18,1318200
6750,ORO,1985-03-18,1426300
6751,ORO,1985-04-18,1748700
6753,ORO,1985-06-18,1365500
6755,ORO,1985-08-18,796800
6756,ORO,1985-09-18,631600
6758,ORO,1985-11-18,509000
6759,ORO,1985-12-18,578600
6777,ORO,1987-06-18,2764329
6778,ORO,1987-07-18,2456848
6779,ORO,1987-08-18,2151730
6781,ORO,1987-10-18,1972043
6782,ORO,1987-11-18,2019322
6783,ORO,1987-12-18,2287595
6784,ORO,1988-01-18,2590984
6785,ORO,1988-02-18,2675537
6786,ORO,1988-03-18,2757702
6787,ORO,1988-04-18,2552740
6788,ORO,1988-05-18,2517504
6789,ORO,1988-06-18,2390763
6790,ORO,1988-07-18,2012413
6791,ORO,1988-08-18,1725514
6792,ORO,1988-09-18,1585549
6793,ORO,1988-10-18,1519394
6794,ORO,1988-11-18,1493783
6795,ORO,1988-12-18,1657859
6796,ORO,1989-01-18,1681009
6797,ORO,1989-02-18,1667037
6798,ORO,1989-03-18,2525223
6799,ORO,1989-04-18,3221102
6800,ORO,1989-05-18,3319251
6801,ORO,1989-06-18,3210033
6802,ORO,1989-07-18,2847164
6803,ORO,1989-08-18,2370685
6804,ORO,1989-09-18,2210184
6805,ORO,1989-10-18,2109818
6806,ORO,1989-11-18,2136735
6807,ORO,1989-12-18,2030948
6808,ORO,1990-01-18,1873328
6809,ORO,1990-02-18,1915700
6810,ORO,1990-03-18,2061137
6811,ORO,1990-04-18,1927315
6812,ORO,1990-05-18,1671592
6813,ORO,1990-06-18,1753654
6814,ORO,1990-07-18,1571963
6815,ORO,1990-08-18,1244737
6816,ORO,1990-09-18,1162500
6817,ORO,1990-10-18,1174222
6818,ORO,1990-11-18,1160512
6819,ORO,1990-12-18,1056822
6820,ORO,1991-01-18,928593
6821,ORO,1991-02-18,946798
6822,ORO,1991-03-18,1207477
6823,ORO,1991-04-18,1502488
6824,ORO,1991-05-18,1638238
6825,ORO,1991-06-18,1604100
6826,ORO,1991-07-18,1487684
6827,ORO,1991-08-18,1411785
6828,ORO,1991-09-18,1411454
6829,ORO,1991-10-18,1351962
6830,ORO,1991-11-18,1331513
6831,ORO,1991-12-18,1298420
6832,ORO,1992-01-18,1276053
6833,ORO,1992-02-18,1370518
6834,ORO,1992-03-18,1696284
6835,ORO,1992-04-18,1942590
6836,ORO,1992-05-18,1962746
6837,ORO,1992-06-18,1781620
6838,ORO,1992-07-18,1653423
6839,ORO,1992-08-18,1459311
6840,ORO,1992-09-18,1335412
6841,ORO,1992-10-18,1296780
6842,ORO,1992-11-18,1303662
6843,ORO,1992-12-18,1356787
6844,ORO,1993-01-18,1637505
6845,ORO,1993-02-18,2262930
6846,ORO,1993-03-18,2972434
6847,ORO,1993-04-18,3133015
6848,ORO,1993-05-18,3440400
6849,ORO,1993-06-18,3496187
6850,ORO,1993-07-18,3323027
6851,ORO,1993-08-18,2845946
6852,ORO,1993-09-18,2668019
6853,ORO,1993-10-18,2649805
6854,ORO,1993-11-18,2632703
6855,ORO,1993-12-18,2529461
6856,ORO,1994-01-18,2397241
6857,ORO,1994-02-18,2445496
6858,ORO,1994-03-18,2593522
6859,ORO,1994-04-18,2658062
6860,ORO,1994-05-18,2559904
6861,ORO,1994-06-18,2425574
6862,ORO,1994-07-18,2097109
6863,ORO,1994-08-18,1888291
6864,ORO,1994-09-18,1734858
6865,ORO,1994-10-18,1648167
6866,ORO,1994-11-18,1556955
6867,ORO,1994-12-18,1650471
6868,ORO,1995-01-18,2607386
6869,ORO,1995-02-18,2611210
6870,ORO,1995-03-18,2718831
6871,ORO,1995-04-18,2941422
6872,ORO,1995-05-18,3286294
6873,ORO,1995-06-18,3509675
6874,ORO,1995-07-18,3436987
6875,ORO,1995-08-18,3310346
6876,ORO,1995-09-18,3020312
6877,ORO,1995-10-18,2818020
6878,ORO,1995-11-18,2778152
6879,ORO,1995-12-18,2788949
6880,ORO,1996-01-18,2750428
6881,ORO,1996-02-18,2778551
6882,ORO,1996-03-18,2849335
6883,ORO,1996-04-18,3133023
6884,ORO,1996-05-18,3470388
6885,ORO,1996-06-18,3487097
6886,ORO,1996-07-18,3206655
6887,ORO,1996-08-18,2864401
6888,ORO,1996-09-18,2723817
6889,ORO,1996-10-18,2700648
6890,ORO,1996-11-18,2667235
6891,ORO,1996-12-18,2770970
6892,ORO,1997-01-18,2693607
6893,ORO,1997-02-18,2645419
6894,ORO,1997-03-18,2779084
6895,ORO,1997-04-18,3094074
6896,ORO,1997-05-18,3235303
6897,ORO,1997-06-18,3107299
6898,ORO,1997-07-18,2648381
6899,ORO,1997-08-18,2269639
6900,ORO,1997-09-18,2162775
6901,ORO,1997-10-18,2073040
6902,ORO,1997-11-18,2010498
6903,ORO,1997-12-18,2162440
6904,ORO,1998-01-18,2612864
6905,ORO,1998-02-18,2710841
6906,ORO,1998-03-18,2710710
6907,ORO,1998-04-18,2855166
6908,ORO,1998-05-18,3275810
6909,ORO,1998-06-18,3483345
6910,ORO,1998-07-18,3431262
6911,ORO,1998-08-18,3188720
6912,ORO,1998-09-18,2914350
6913,ORO,1998-10-18,2767384
6914,ORO,1998-11-18,2747785
6915,ORO,1998-12-18,2734202
6916,ORO,1999-01-18,2743692
6917,ORO,1999-02-18,2826096
6918,ORO,1999-03-18,2814660
6919,ORO,1999-04-18,3116536
6920,ORO,1999-05-18,3346812
6921,ORO,1999-06-18,3464624
6922,ORO,1999-07-18,3103563
6923,ORO,1999-08-18,2685149
6924,ORO,1999-09-18,2476578
6925,ORO,1999-10-18,2328903
6926,ORO,1999-11-18,2272415
6927,ORO,1999-12-18,2263979
6928,ORO,2000-01-18,2165123
6929,ORO,2000-02-18,2719486
6930,ORO,2000-03-18,2730255
6931,ORO,2000-04-18,3024408
6932,ORO,2000-05-18,3075730
6933,ORO,2000-06-18,3045232
6934,ORO,2000-07-18,2611589
6935,ORO,2000-08-18,2173859
6936,ORO,2000-09-18,1935763
6937,ORO,2000-10-18,1865473
6938,ORO,2000-11-18,1781134
6939,ORO,2000-12-18,1742791
6940,ORO,2001-01-18,1684929
6941,ORO,2001-02-18,1769493
6942,ORO,2001-03-18,1925253
6943,ORO,2001-04-18,2125784
6944,ORO,2001-05-18,2183183
6945,ORO,2001-06-18,1986516
6946,ORO,2001-07-18,1819049
6947,ORO,2001-08-18,1603908
6948,ORO,2001-09-18,1490074
6949,ORO,2001-10-18,1463029
6950,ORO,2001-11-18,1366871
6951,ORO,2001-12-18,1493856
6952,ORO,2002-01-18,1859047
6953,ORO,2002-02-18,2004880
6954,ORO,2002-03-18,2298904
6955,ORO,2002-04-18,2623472
6956,ORO,2002-05-18,2631671
6957,ORO,2002-06-18,2494075
6958,ORO,2002-07-18,2063620
6959,ORO,2002-08-18,1676150
6960,ORO,2002-09-18,1438419
6961,ORO,2002-10-18,1344350
6962,ORO,2002-11-18,1249537
6963,ORO,2002-12-18,1347149
6964,ORO,2003-01-18,1892143
6965,ORO,2003-02-18,2291214
6966,ORO,2003-03-18,2452445
6967,ORO,2003-04-18,2837428
6968,ORO,2003-05-18,3435130
6969,ORO,2003-06-18,3520846
6970,ORO,2003-07-18,3091920
6971,ORO,2003-08-18,2627441
6972,ORO,2003-09-18,2318795
6973,ORO,2003-10-18,2222241
6974,ORO,2003-11-18,2107403
6975,ORO,2003-12-18,2119608
6976,ORO,2004-01-18,2375125
6977,ORO,2004-02-18,2754660
6978,ORO,2004-03-18,2984881
6979,ORO,2004-04-18,3014386
6980,ORO,2004-05-18,3061168
6981,ORO,2004-06-18,2874208
6982,ORO,2004-07-18,2447932
6983,ORO,2004-08-18,2006045
6984,ORO,2004-09-18,1782301
6985,ORO,2004-10-18,1693835
6986,ORO,2004-11-18,1630451
6987,ORO,2004-12-18,1638143
6988,ORO,2005-01-18,1735709
6989,ORO,2005-02-18,1929781
6990,ORO,2005-03-18,2171505
6991,ORO,2005-04-18,2706264
6992,ORO,2005-05-18,3172464
6993,ORO,2005-06-18,3516123
6994,ORO,2005-07-18,3355783
6995,ORO,2005-08-18,3117835
6996,ORO,2005-09-18,2958084
6997,ORO,2005-10-18,2792020
6998,ORO,2005-11-18,2659476
6999,ORO,2005-12-18,2677098
7000,ORO,2006-01-18,2755586
7001,ORO,2006-02-18,2856116
7002,ORO,2006-03-18,2811706
7003,ORO,2006-04-18,2998203
7004,ORO,2006-05-18,3330889
7005,ORO,2006-06-18,3529516
7006,ORO,2006-07-18,3371485
7007,ORO,2006-08-18,3113794
7008,ORO,2006-09-18,2891970
7009,ORO,2006-10-18,2790150
7010,ORO,2006-11-18,2702868
7011,ORO,2006-12-18,2726966
7012,ORO,2007-01-18,2800444
7013,ORO,2007-02-18,2988943
7014,ORO,2007-03-18,3036715
7015,ORO,2007-04-18,3093069
7016,ORO,2007-05-18,3016502
7017,ORO,2007-06-18,2835402
7018,ORO,2007-07-18,2361430
7019,ORO,2007-08-18,1963680
7020,ORO,2007-09-18,1636492
7021,ORO,2007-10-18,1489302
7022,ORO,2007-11-18,1341070
7023,ORO,2007-12-18,1236026
7024,ORO,2008-01-18,1278834
7025,ORO,2008-02-18,1381078
7026,ORO,2008-03-18,1565821
7027,ORO,2008-04-18,1717905
7028,ORO,2008-05-18,1762516
7029,ORO,2008-06-18,1648531
7030,ORO,2008-07-18,1376927
7031,ORO,2008-08-18,1180060
7032,ORO,2008-09-18,1103173
7033,ORO,2008-10-18,1087223
7034,ORO,2008-11-18,1010194
7035,ORO,2008-12-18,968810
7036,ORO,2009-01-18,972959
7037,ORO,2009-02-18,1085842
7038,ORO,2009-03-18,1786390
7039,ORO,2009-04-18,2065350
7040,ORO,2009-05-18,2272993
7041,ORO,2009-06-18,2172626
7042,ORO,2009-07-18,1727315
7043,ORO,2009-08-18,1434402
7044,ORO,2009-09-18,1342828
7045,ORO,2009-10-18,1319548
7046,ORO,2009-11-18,1201547
7047,ORO,2009-12-18,1062446
7048,ORO,2010-01-18,1056956
7049,ORO,2010-02-18,1301859
7050,ORO,2010-03-18,1526888
7051,ORO,2010-04-18,1880794
7052,ORO,2010-05-18,2383488
7053,ORO,2010-06-18,2701431
7054,ORO,2010-07-18,2570861
7055,ORO,2010-08-18,2206106
7056,ORO,2010-09-18,1842156
7057,ORO,2010-10-18,1694775
7058,ORO,2010-11-18,1667403
7059,ORO,2010-12-18,1827356
7060,ORO,2011-01-18,2332318
7061,ORO,2011-02-18,2588062
7062,ORO,2011-03-18,3018194
7063,ORO,2011-04-18,3094792
7064,ORO,2011-05-18,3336038
7065,ORO,2011-06-18,3517381
7066,ORO,2011-07-18,3527623
7067,ORO,2011-08-18,3408892
7068,ORO,2011-09-18,3159764
7069,ORO,2011-10-18,2932010
7070,ORO,2011-11-18,2820441
7071,ORO,2011-12-18,2602160
7072,ORO,2012-01-18,2480883
7073,ORO,2012-02-18,2546840
7074,ORO,2012-03-18,2776821
7075,ORO,2012-04-18,3160930
7076,ORO,2012-05-18,3512662
7077,ORO,2012-06-18,3385554
7078,ORO,2012-07-18,2905274
7079,ORO,2012-08-18,2380140
7080,ORO,2012-09-18,2029341
7081,ORO,2012-10-18,1847540
7082,ORO,2012-11-18,1781232
7083,ORO,2012-12-18,2350750
7084,ORO,2013-01-18,2612482
7085,ORO,2013-02-18,2796966
7086,ORO,2013-03-18,2879802
7087,ORO,2013-04-18,3095223
7088,ORO,2013-05-18,2911597
7089,ORO,2013-06-18,2706134
7090,ORO,2013-07-18,2332082
7091,ORO,2013-08-18,1922375
7092,ORO,2013-09-18,1674472
7093,ORO,2013-10-18,1594169
7094,ORO,2013-11-18,1417827
7095,ORO,2013-12-18,1323422
7096,ORO,2014-01-18,1261666
7097,ORO,2014-02-18,1381404
7098,ORO,2014-03-18,1606621
7099,ORO,2014-04-18,1848040
7100,ORO,2014-05-18,1799677
7101,ORO,2014-06-18,1611784
7102,ORO,2014-07-18,1354692
7103,ORO,2014-08-18,1149641
7104,ORO,2014-09-18,1083707
7105,ORO,2014-10-18,1019012
7106,ORO,2014-11-18,902708
7107,ORO,2014-12-18,1192832
7108,ORO,2015-01-18,1408227
7109,ORO,2015-02-18,1691676
7110,ORO,2015-03-18,1778414
7111,ORO,2015-04-18,1809394
7112,ORO,2015-05-18,1632646
7113,ORO,2015-06-18,1480053
7114,ORO,2015-07-18,1256845
7115,ORO,2015-08-18,1092612
7116,ORO,2015-09-18,1054456
7117,ORO,2015-10-18,1038066
7118,ORO,2015-11-18,953594
7119,ORO,2015-12-18,933185
7120,ORO,2016-01-18,1173642
7121,ORO,2016-02-18,1742983
7122,ORO,2016-03-18,2781881
7123,ORO,2016-04-18,3296350
7124,ORO,2016-05-18,3385861
7125,ORO,2016-06-18,3144920
7126,ORO,2016-07-18,2583247
7127,ORO,2016-08-18,2012727
7128,ORO,2016-09-18,1683526
7129,ORO,2016-10-18,1554387
7130,ORO,2016-11-18,1505758
7131,ORO,2016-12-18,1864970
7132,ORO,2017-01-18,2803792
7133,ORO,2017-02-18,2852724
7134,ORO,2017-03-18,2914625
7135,ORO,2017-04-18,2970205
7136,ORO,2017-05-18,2555876
7137,ORO,2017-06-18,2338333
7138,ORO,2017-07-18,2262479
7139,ORO,2017-08-18,1862659
7140,ORO,2017-09-18,1472290
7141,ORO,2017-10-18,1258068
7142,ORO,2017-11-18,1233995
7143,ORO,2017-12-18,1262893
7144,ORO,2018-01-18,1313004
7145,ORO,2018-02-18,1461504
7146,ORO,1985-02-19,1322200
7147,ORO,1985-03-19,1426100
7149,ORO,1985-05-19,1665200
7150,ORO,1985-06-19,1350700
7152,ORO,1985-08-19,786200
7153,ORO,1985-09-19,632400
7155,ORO,1985-11-19,504100
7156,ORO,1985-12-19,577500
7175,ORO,1987-07-19,2457580
7179,ORO,1987-11-19,2019003
7180,ORO,1987-12-19,2299239
7181,ORO,1988-01-19,2594284
7182,ORO,1988-02-19,2676186
7183,ORO,1988-03-19,2758629
7184,ORO,1988-04-19,2548474
7185,ORO,1988-05-19,2513155
7186,ORO,1988-06-19,2382981
7187,ORO,1988-07-19,1997166
7188,ORO,1988-08-19,1714783
7189,ORO,1988-09-19,1582056
7190,ORO,1988-10-19,1516091
7191,ORO,1988-11-19,1499726
7192,ORO,1988-12-19,1655548
7193,ORO,1989-01-19,1679794
7194,ORO,1989-02-19,1672056
7195,ORO,1989-03-19,2554121
7196,ORO,1989-04-19,3233234
7197,ORO,1989-05-19,3313818
7198,ORO,1989-06-19,3201785
7199,ORO,1989-07-19,2827439
7200,ORO,1989-08-19,2374900
7201,ORO,1989-09-19,2207688
7202,ORO,1989-10-19,2108283
7203,ORO,1989-11-19,2141614
7204,ORO,1989-12-19,2019216
7205,ORO,1990-01-19,1874438
7206,ORO,1990-02-19,1913356
7207,ORO,1990-03-19,2064163
7208,ORO,1990-04-19,1914174
7209,ORO,1990-05-19,1672894
7210,ORO,1990-06-19,1745869
7211,ORO,1990-07-19,1561119
7212,ORO,1990-08-19,1237084
7213,ORO,1990-09-19,1160300
7214,ORO,1990-10-19,1172766
7215,ORO,1990-11-19,1158851
7216,ORO,1990-12-19,1052297
7217,ORO,1991-01-19,930452
7218,ORO,1991-02-19,944791
7219,ORO,1991-03-19,1211197
7220,ORO,1991-04-19,1508542
7221,ORO,1991-05-19,1649180
7222,ORO,1991-06-19,1596152
7223,ORO,1991-07-19,1481775
7224,ORO,1991-08-19,1408066
7225,ORO,1991-09-19,1413358
7226,ORO,1991-10-19,1349715
7227,ORO,1991-11-19,1329926
7228,ORO,1991-12-19,1289302
7229,ORO,1992-01-19,1278216
7230,ORO,1992-02-19,1385078
7231,ORO,1992-03-19,1700519
7232,ORO,1992-04-19,1951922
7233,ORO,1992-05-19,1951196
7234,ORO,1992-06-19,1773369
7235,ORO,1992-07-19,1656011
7236,ORO,1992-08-19,1453311
7237,ORO,1992-09-19,1339318
7238,ORO,1992-10-19,1295845
7239,ORO,1992-11-19,1303270
7240,ORO,1992-12-19,1359204
7241,ORO,1993-01-19,1648535
7242,ORO,1993-02-19,2308115
7243,ORO,1993-03-19,3010999
7244,ORO,1993-04-19,3144185
7245,ORO,1993-05-19,3436683
7246,ORO,1993-06-19,3502615
7247,ORO,1993-07-19,3305078
7248,ORO,1993-08-19,2834724
7249,ORO,1993-09-19,2668536
